featured,date,start_time,event_name,venue,venue_address,venue_lat,venue_lng,venue_notes,venue_map_status,region,url,category
,2026-07-03,10:00 PM,MONSTER MADONNA,The Virgil,"4519 Santa Monica Blvd, Los Angeles, CA, United States",34.091049,-118.2870559,,,los-angeles,https://allevents.in/los-angeles/shes-in-parties-and-haus-dvil-present-monster-madonna/200030204348743,Music
,2026-07-03,10:30 PM,Serendipitous Soiree,Apt 503 Lounge,"3680 Wilshire Boulevard, Los Angeles, United States",34.0607372,-118.3062869,,,los-angeles,https://allevents.in/los-angeles/serendipitous-soiree/100001990209570400,Music
,2026-07-03,11:59 PM,Waterfront Blues Festival - Friday at Tom McCall Waterfront Park,Tom McCall Waterfront Park,"1020 SW Naito Pkwy, Portland, OR 97204, United States",45.5149538,-122.6734462,,,portland-metro,https://allevents.in/portland/waterfront-blues-festival-friday-at-tom-mccall-waterfront-park/2400029806852646,Markets
,2026-07-03,12:00 AM,Light Waves and Water Waves,Columbia River Maritime Museum,"1792 Marine Drive, Astoria, OR, 97103",46.1899656,-123.8231049,,,oregon-coast,https://kmun.org/events/light-waves-and-water-waves/,
,2026-07-03,2:00 AM,"Head Stone, Pussy Velour, Fuzz Kit (21+)",Kilowatt Bar,"San Francisco, CA 94103, US",37.7726402,-122.4099154,,,san-francisco,https://allevents.in/san-francisco/head-stone-pussy-velour-fuzz-kit-21/3200030225315033,Music
,2026-07-03,2:30 PM,Frank Ocean - Blonde : LISTEN,Envelop SF,"900 Marin St., San Francisco, United States",37.7494837,-122.3860563,,,san-francisco,https://allevents.in/san-francisco/frank-ocean-blonde-listen-|-envelop-sf-2-30pm/100001990263567908,Arts
,2026-07-03,4:00 PM,Mike Watt + The Secondmen & El Colmo at Angry Hour,La Cita Bar,"336 S Hill St, Los Angeles, CA 90013-1109, United States",34.0506778,-118.2496244,,,los-angeles,https://allevents.in/los-angeles/mike-watt-the-secondmen-and-el-colmo-at-angry-hour/200030172108025,
,2026-07-03,5:00 PM,2026 California Classic - Friday at Chase Center,Chase Center,"300 16th St, San Francisco, CA 94158, United States",37.7673753,-122.3864973,,,san-francisco,https://allevents.in/san-francisco/2026-california-classic-friday-at-chase-center/2400030171110731,Arts
,2026-07-03,6:00 PM,Laidrey Tarzana Love Island Watch Party,Laidrey Coffee Roasters,"18600 Ventura Boulevard, Los Angeles, United States",34.169675,-118.5388699,,,los-angeles,https://allevents.in/los-angeles/laidrey-tarzana-love-island-watch-party/100001991952335056,Music
,2026-07-03,6:30 PM,Fillmore Slim,Biscuits & Blues,"401 Mason Street, San Francisco, United States",37.787306,-122.4102,,,san-francisco,https://allevents.in/san-francisco/fillmore-slim/100001991294735157,Music
